opportunity_from,party_name,status,company,transaction_date,territory,opportunity_amount,campaign,title,opportunity_type,contact_person,contact_mobile,contact_email,probability,expected_closing,sales_stage,currency,customer_group,opportunity_owner,no_of_employees,annual_revenue,industry,market_segment
Lead,Silverpine Therapeutics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-08,,158000.0,,CRM-OPP-2025-00354,Sales,Zane Ibori,,z.ibori@silverpinetx.com,60,2026-03-31,Proposal,USD,,Erik Vaskovic,,,,
Lead,Windrow Scientific,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-09,,29500.0,,CRM-OPP-2025-00355,Sales,Leila Cabrera,,l.cabrera@windrowsci.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Kestrel Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-10,,74000.0,,CRM-OPP-2025-00356,Sales,Cormac Nazarov,,c.nazarov@kestreldx.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Northgate BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-10,,61500.0,,CRM-OPP-2025-00357,Sales,Quinn Ainsley,,q.ainsley@northgatebiolabs.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Ashvale Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-11,,103000.0,,CRM-OPP-2025-00358,Sales,Klaus Enescu,,k.enescu@ashvalemol.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Chartwell Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-11,,45500.0,,CRM-OPP-2025-00359,Sales,Vikram Volkov,,v.volkov@chartwellinst.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Elmwood BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-12,,37000.0,,CRM-OPP-2025-00360,Sales,Kofi Kapoor,,k.kapoor@elmwoodbio.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Harborlight Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-13,,58000.0,,CRM-OPP-2025-00361,Sales,Gustav Tanaka,,g.tanaka@harborlightbio.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Isley Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-14,,30500.0,,CRM-OPP-2025-00362,Sales,Esther Moreau,,e.moreau@isleyreagents.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Jerbrook Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-14,,49000.0,,CRM-OPP-2025-00363,Sales,Ishaan Marchetti,,i.marchetti@jerbrookdx.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Ledbury Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-15,,44500.0,,CRM-OPP-2025-00364,Sales,Idris Lundgren,,i.lundgren@ledburyassays.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Merit BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-16,,127000.0,,CRM-OPP-2025-00365,Sales,Oscar Kowalski,,o.kowalski@meritbio.com,60,2026-03-31,Proposal,USD,,Sun-Hi Park,,,,
Lead,Newbury Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-16,,35000.0,,CRM-OPP-2025-00366,Sales,Elena Radu,,e.radu@newburyinst.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Pemberton Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-17,,69000.0,,CRM-OPP-2025-00367,Sales,Callum Eriksson,,c.eriksson@pembertondx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Quenton BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-17,,41500.0,,CRM-OPP-2025-00368,Sales,Hana Nikolic,,h.nikolic@quentonbiolabs.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Trellis Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-19,,47000.0,,CRM-OPP-2025-00369,Sales,Yuki Quintero,,y.quintero@trellismol.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Underhill Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-19,,33500.0,,CRM-OPP-2025-00370,Sales,Rangi Rowe,,r.rowe@underhillbio.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Whitfield Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-20,,141000.0,,CRM-OPP-2025-00371,Sales,Meredith Isaev,,m.isaev@whitfielddx.com,60,2026-03-31,Proposal,USD,,Sun-Hi Park,,,,
Lead,Xanthe Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-20,,54000.0,,CRM-OPP-2025-00372,Sales,Ingrid Isaev,,i.isaev@xantheinst.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Zephyr Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-21,,82500.0,,CRM-OPP-2025-00373,Sales,Sofia Chiu,,s.chiu@zephyrgx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Alderman Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-22,,38500.0,,CRM-OPP-2025-00374,Sales,Kai Quintero,,k.quintero@aldermandx.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Colvin Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-23,,50500.0,,CRM-OPP-2025-00375,Sales,Keiko Kapoor,,k.kapoor@colvinreagents.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Fairhaven Analytical,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-24,,32000.0,,CRM-OPP-2025-00376,Sales,Anika Janik,,a.janik@fairhavenanalytical.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Halewood Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-25,,46000.0,,CRM-OPP-2025-00377,Sales,Priyanka Radu,,p.radu@halewooddx.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Junction Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-26,,28000.0,,CRM-OPP-2025-00378,Sales,Petra Terzic,,p.terzic@junctionreagents.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Keswick Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-27,,79000.0,,CRM-OPP-2025-00379,Sales,Larisa Ashworth,,l.ashworth@keswickgx.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Marston Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-28,,56000.0,,CRM-OPP-2025-00380,Sales,Sofia Iyer,,s.iyer@marstonbio.com,40,2026-03-31,Qualification,USD,,Tomasz Bergstrom,,,,
Lead,Oakenwood Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-28,,42000.0,,CRM-OPP-2025-00381,Sales,Larisa Tanaka,,l.tanaka@oakenwooddx.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Quaywater BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-29,,95500.0,,CRM-OPP-2025-00382,Sales,Owen Weiss,,o.weiss@quaywaterbiolabs.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Rowton Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-30,,36000.0,,CRM-OPP-2025-00383,Sales,Chen Tanaka,,c.tanaka@rowtonreagents.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Tavistock Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-11-30,,63500.0,,CRM-OPP-2025-00384,Sales,Tariq Isaev,,t.isaev@tavistockassays.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Vallon Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-01,,48000.0,,CRM-OPP-2025-00385,Sales,Yasmin Yilmaz,,y.yilmaz@valloninst.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Yardsley Analytical,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-02,,134500.0,,CRM-OPP-2025-00386,Sales,Grace Ulrich,,g.ulrich@yardsleyanalytical.com,60,2026-03-31,Proposal,USD,,Tomasz Bergstrom,,,,
Lead,Bramford Scientific,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-03,,31000.0,,CRM-OPP-2025-00387,Sales,Alistair Ostrowski,,a.ostrowski@bramfordsci.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Everglade Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-03,,52000.0,,CRM-OPP-2025-00388,Sales,Paloma Booker,,p.booker@everglade-dx.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Highfield Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-04,,57500.0,,CRM-OPP-2025-00389,Sales,Nathan Castellanos,,n.castellanos@highfieldinst.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Hallmark Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-04,,107000.0,,CRM-OPP-2025-00390,Sales,Amelia Moreau,,a.moreau@hallmarkmol.com,60,2026-03-31,Proposal,USD,,Kenji Watanabe,,,,
Lead,Coastwise Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-05,,38000.0,,CRM-OPP-2025-00391,Sales,Torsten Wei,,t.wei@coastwisereagents.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Kadence Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-06,,44500.0,,CRM-OPP-2025-00392,Sales,Fatima Hoffmann,,f.hoffmann@kadencedx.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Willowmere Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-08,,128000.0,,CRM-OPP-2025-00393,Sales,Nikolai Radu,,n.radu@willowmeredx.com,60,2026-03-31,Proposal,USD,,Rachel Ohaeri,,,,
Lead,Selby Instruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-08,,50000.0,,CRM-OPP-2025-00394,Sales,Vera Zajac,,v.zajac@selbyinst.com,20,2026-03-31,Discovery,USD,,Devon Blackthorne,,,,
Lead,Caldwell Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-08,,65000.0,,CRM-OPP-2025-00395,Sales,Malia Moreau,,m.moreau@caldwelldx.com,20,2026-03-31,Discovery,USD,,Amara Okonkwo,,,,
Lead,Argent Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-09,,26000.0,,CRM-OPP-2025-00396,Sales,Umar Yilmaz,,u.yilmaz@argentmol.com,40,2026-03-31,Qualification,USD,,Sun-Hi Park,,,,
Lead,Beacon Assay Systems,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-09,,55500.0,,CRM-OPP-2025-00397,Sales,Oscar Sharma,,o.sharma@beaconassay.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Delaney BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-10,,67000.0,,CRM-OPP-2025-00398,Sales,Jamal Kapoor,,j.kapoor@delaneybio.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Enfield Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-11,,34000.0,,CRM-OPP-2025-00399,Sales,Henry Moreau,,h.moreau@enfieldreagents.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
Lead,Radial Biosystems,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-12,,46500.0,,CRM-OPP-2025-00400,Sales,Alistair Osei,,a.osei@radialbio.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Larkspur Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-12,,72000.0,,CRM-OPP-2025-00401,Sales,Selin Solheim,,s.solheim@larkspurbio.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Bellwether Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-13,,115000.0,,CRM-OPP-2025-00402,Sales,Ivaan Winterbourne,,i.winterbourne@bellwetherreagents.com,60,2026-03-31,Proposal,USD,,Sun-Hi Park,,,,
Lead,Halcyon Analytical,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-14,,40500.0,,CRM-OPP-2025-00403,Sales,Imani Ferreira,,i.ferreira@halcyonanalytical.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Meadowbrook Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-14,,61000.0,,CRM-OPP-2025-00404,Sales,Tariq Beaulieu,,t.beaulieu@meadowbrookgx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Windrow Scientific,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-15,,99000.0,,CRM-OPP-2025-00405,Sales,Imani Ostrowski,,i.ostrowski@windrowsci.com,60,2026-03-31,Proposal,USD,,Marisol Aguirre,,,,
Lead,Norwich Bioinstruments,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-15,,47000.0,,CRM-OPP-2025-00406,Sales,Sofia Tanaka,,s.tanaka@norwichbio.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Sedgwick Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-17,,145000.0,,CRM-OPP-2025-00407,Sales,Ingrid Verma,,i.verma@sedgwickreagents.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Ashvale Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-17,,43500.0,,CRM-OPP-2025-00408,Sales,Renata Osei,,r.osei@ashvalemol.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Draycott Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-18,,53000.0,,CRM-OPP-2025-00409,Sales,Rohit Wei,,r.wei@draycottgx.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Elmwood BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-19,,58000.0,,CRM-OPP-2025-00410,Sales,Magnus Manaia,,m.manaia@elmwoodbio.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Harborlight Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-20,,37500.0,,CRM-OPP-2025-00411,Sales,Klaus Lindqvist,,k.lindqvist@harborlightbio.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Isley Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-20,,49500.0,,CRM-OPP-2025-00412,Sales,Gustav Zajac,,g.zajac@isleyreagents.com,40,2026-03-31,Qualification,USD,,Rachel Ohaeri,,,,
Lead,Kilburn Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-21,,88000.0,,CRM-OPP-2025-00413,Sales,Umar Chandra,,u.chandra@kilburnmol.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Ledbury Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-22,,60000.0,,CRM-OPP-2025-00414,Sales,Marcus Cortez,,m.cortez@ledburyassays.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Merit BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-22,,32500.0,,CRM-OPP-2025-00415,Sales,Malia Lombardi,,m.lombardi@meritbio.com,40,2026-03-31,Qualification,USD,,Kenji Watanabe,,,,
Lead,Orleans Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-23,,54500.0,,CRM-OPP-2025-00416,Sales,Grace Lombardi,,g.lombardi@orleansgx.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Pemberton Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-23,,112000.0,,CRM-OPP-2025-00417,Sales,Amelia Nakamura,,a.nakamura@pembertondx.com,60,2026-03-31,Proposal,USD,,Marisol Aguirre,,,,
Lead,Ramsey Analytical,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-24,,39000.0,,CRM-OPP-2025-00418,Sales,Tariq Vasquez,,t.vasquez@ramseyanalytical.com,20,2026-03-31,Discovery,USD,,Tomasz Bergstrom,,,,
Lead,Sutherland Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-26,,45500.0,,CRM-OPP-2025-00419,Sales,Nia Chiu,,n.chiu@sutherlandreagents.com,40,2026-03-31,Qualification,USD,,Rachel Ohaeri,,,,
Lead,Underhill Bio,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-27,,101500.0,,CRM-OPP-2025-00420,Sales,Chen Ustinov,,c.ustinov@underhillbio.com,60,2026-03-31,Proposal,USD,,Devon Blackthorne,,,,
Lead,Verona Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-27,,48500.0,,CRM-OPP-2025-00421,Sales,Oscar Kapoor,,o.kapoor@veronaassays.com,20,2026-03-31,Discovery,USD,,Sun-Hi Park,,,,
Lead,Yorktown Bioscience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-29,,29000.0,,CRM-OPP-2025-00422,Sales,Zara Nowak,,z.nowak@yorktownbio.com,20,2026-03-31,Discovery,USD,,Erik Vaskovic,,,,
Lead,Zephyr Genomics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-29,,41000.0,,CRM-OPP-2025-00423,Sales,Priya Al-Sayed,,p.al-sayed@zephyrgx.com,40,2026-03-31,Qualification,USD,,Marisol Aguirre,,,,
Lead,Bosworth BioScience,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-30,,93000.0,,CRM-OPP-2025-00424,Sales,Mikhail Yilmaz,,m.yilmaz@bosworthbio.com,60,2026-03-31,Proposal,USD,,Tomasz Bergstrom,,,,
Lead,Colvin Reagents,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-30,,66500.0,,CRM-OPP-2025-00425,Sales,Amir Mancini,,a.mancini@colvinreagents.com,20,2026-03-31,Discovery,USD,,Rachel Ohaeri,,,,
Lead,Deerfield Molecular,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-30,,59500.0,,CRM-OPP-2025-00426,Sales,Vera Falcon,,v.falcon@deerfieldmol.com,40,2026-03-31,Qualification,USD,,Devon Blackthorne,,,,
Lead,Fairhaven Analytical,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-31,,155500.0,,CRM-OPP-2025-00427,Sales,Boris Grondin,,b.grondin@fairhavenanalytical.com,60,2026-03-31,Proposal,USD,,Sun-Hi Park,,,,
Lead,Glenridge BioLabs,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-31,,42500.0,,CRM-OPP-2025-00428,Sales,Torsten Orozco,,t.orozco@glenridgebiolabs.com,20,2026-03-31,Discovery,USD,,Kenji Watanabe,,,,
Lead,Halewood Diagnostics,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-31,,55000.0,,CRM-OPP-2025-00429,Sales,Kenji Okafor,,k.okafor@halewooddx.com,40,2026-03-31,Qualification,USD,,Erik Vaskovic,,,,
Lead,Ivywood Assays,Open,"Thornfield Life Sciences Marketing, Inc.",2025-12-31,,36500.0,,CRM-OPP-2025-00430,Sales,Jamal Wei,,j.wei@ivywoodassays.com,20,2026-03-31,Discovery,USD,,Marisol Aguirre,,,,
